ride_id,timestamp,hour,day,weekday,month,is_weekend,zone_id,weather,traffic_level,event_flag,distance_km,duration_min,fare_usd,surge_multiplier,wait_time_min,driver_earnings_usd,cancelled,demand_score,efficiency,peak_hour,congestion_index,cancellation_risk,zone_demand_density,driver_opportunity_score
28101,2023-01-02 03:46:51,3,2,0,1,0,Z12,Clear,Medium,0,10.2,47.7,33.76,1.0,5.4,24.76,0,0.31,3.31,0,0.456,0.05,0.169,1.421
8314,2023-01-02 03:47:58,3,2,0,1,0,Z19,Clear,High,0,13.74,87.4,28.58,1.0,2.0,22.57,0,0.188,2.08,0,0.736,0.05,0.115,2.122
17459,2023-01-02 03:54:51,3,2,0,1,0,Z10,Fog,Medium,0,11.53,57.8,8.25,1.0,6.0,6.25,0,0.335,0.716,0,0.462,0.05,0.225,0.349
29765,2023-01-02 03:55:46,3,2,0,1,0,Z03,Clear,Low,0,9.04,33.7,24.48,1.0,5.8,19.49,0,0.411,2.708,0,0.249,0.05,0.378,1.381
46398,2023-01-02 03:55:53,3,2,0,1,0,Z10,Clear,Medium,0,13.55,60.5,7.43,1.0,6.8,5.53,0,0.337,0.548,0,0.462,0.05,0.226,0.274
48448,2023-01-02 03:57:03,3,2,0,1,0,Z02,Clear,High,0,2.74,19.3,20.49,1.0,4.4,15.78,0,0.239,7.478,0,0.747,0.05,0.181,0.857
3193,2023-01-02 04:00:04,4,2,0,1,0,Z09,Clear,High,0,2.56,11.1,3.49,1.0,3.1,2.67,0,0.203,1.363,0,0.739,0.05,0.153,0.175
6947,2023-01-02 04:00:43,4,2,0,1,0,Z11,Fog,High,0,4.35,29.8,27.89,1.0,8.9,20.19,0,0.458,6.411,0,0.798,0.05,0.405,1.039
8984,2023-01-02 04:10:48,4,2,0,1,0,Z19,Clear,High,0,11.15,68.8,24.78,1.0,5.3,19.34,0,0.38,2.222,0,0.78,0.05,0.233,1.387
44660,2023-01-02 04:16:37,4,2,0,1,0,Z02,Clear,Medium,0,1.66,8.3,11.82,1.0,3.9,9.16,0,0.135,7.12,0,0.416,0.05,0.102,0.317
8153,2023-01-02 04:22:42,4,2,0,1,0,Z17,Cloudy,Low,0,3.69,14.3,25.14,1.0,4.1,19.36,0,0.192,6.813,0,0.198,0.05,0.087,0.907
2417,2023-01-02 04:27:29,4,2,0,1,0,Z11,Clear,Medium,0,1.23,4.2,8.1,1.0,6.8,6.17,0,0.347,6.585,0,0.465,0.05,0.307,0.315
31848,2023-01-02 04:34:21,4,2,0,1,0,Z18,Cloudy,Low,0,10.16,36.5,43.75,1.0,2.7,32.64,0,0.326,4.306,0,0.229,0.05,0.296,3.941
27771,2023-01-02 04:39:53,4,2,0,1,0,Z18,Clear,Low,0,9.19,34.2,35.52,1.0,6.6,27.22,0,0.348,3.865,0,0.234,0.05,0.316,1.435
19720,2023-01-02 04:49:11,4,2,0,1,0,Z11,Fog,Medium,0,5.29,25.2,37.16,1.0,5.4,29.32,0,0.57,7.025,0,0.516,0.05,0.504,3.095
15469,2023-01-02 04:52:47,4,2,0,1,0,Z03,Cloudy,Medium,0,10.65,50.2,27.38,1.0,4.1,21.69,0,0.197,2.571,0,0.43,0.05,0.181,1.042
40688,2023-01-02 04:58:48,4,2,0,1,0,Z05,Clear,Low,0,4.11,12.0,10.48,1.0,2.9,7.92,0,0.175,2.55,0,0.194,0.05,0.089,0.478
36573,2023-01-02 05:13:13,5,2,0,1,0,Z04,Rainy,Medium,0,10.69,43.9,26.04,1.0,6.8,19.91,1,0.33,2.436,0,0.461,0.13,0.143,0.966
31811,2023-01-02 05:14:43,5,2,0,1,0,Z06,Fog,Low,0,2.58,10.0,3.39,1.0,3.7,2.45,0,0.165,1.314,0,0.192,0.05,0.067,0.109
22821,2023-01-02 05:28:23,5,2,0,1,0,Z18,Clear,Low,0,8.45,27.7,35.39,1.0,1.0,26.02,0,0.496,4.188,0,0.268,0.05,0.45,12.906
3849,2023-01-02 05:56:47,5,2,0,1,0,Z20,Clear,Medium,0,2.3,10.7,17.13,1.0,3.4,12.48,0,0.367,7.448,0,0.469,0.05,0.212,1.347
10892,2023-01-02 05:57:37,5,2,0,1,0,Z15,Cloudy,Medium,0,10.36,45.6,38.34,1.0,5.1,28.84,0,0.1,3.701,0,0.408,0.05,0.051,0.565
5775,2023-01-02 05:59:06,5,2,0,1,0,Z08,Clear,Medium,0,4.26,15.7,17.45,1.0,5.5,13.57,0,0.205,4.096,0,0.432,0.05,0.093,0.506
48274,2023-01-02 06:01:35,6,2,0,1,0,Z09,Clear,Medium,0,7.52,33.1,8.56,1.0,6.9,6.62,0,0.665,1.138,0,0.538,0.05,0.502,0.638
31900,2023-01-02 06:02:19,6,2,0,1,0,Z09,Rainy,Medium,0,9.75,41.7,11.01,1.0,10.0,8.17,0,0.731,1.129,0,0.553,0.13,0.552,0.597
17665,2023-01-02 06:15:14,6,2,0,1,0,Z19,Clear,Medium,0,6.18,27.1,14.19,1.0,4.5,10.69,0,0.328,2.296,0,0.46,0.05,0.201,0.779
9141,2023-01-02 06:19:11,6,2,0,1,0,Z03,Clear,Medium,0,11.66,53.0,31.89,1.0,5.0,23.37,0,0.789,2.735,0,0.567,0.05,0.726,3.688
23586,2023-01-02 06:19:37,6,2,0,1,0,Z17,Clear,Low,0,1.54,6.0,9.16,1.0,6.7,6.79,0,0.514,5.948,0,0.272,0.05,0.233,0.521
37474,2023-01-02 06:20:01,6,2,0,1,0,Z20,Clear,Low,0,1.97,6.2,14.63,1.0,3.6,11.24,0,0.399,7.426,0,0.246,0.05,0.231,1.246
5330,2023-01-02 06:23:43,6,2,0,1,0,Z11,Snow,Medium,0,1.59,6.7,11.82,1.07,8.8,9.32,0,1.377,7.434,0,0.702,0.13,1.219,1.458
22089,2023-01-02 06:42:40,6,2,0,1,0,Z04,Clear,Low,0,9.6,34.6,19.96,1.0,3.7,14.58,1,0.372,2.079,0,0.24,0.05,0.161,1.466
41316,2023-01-02 06:47:21,6,2,0,1,0,Z07,Cloudy,Medium,0,2.3,11.5,5.98,1.0,5.7,4.73,0,0.336,2.6,0,0.462,0.05,0.163,0.279
42914,2023-01-02 06:51:22,6,2,0,1,0,Z01,Rainy,Low,0,9.7,31.7,34.87,1.0,5.3,27.89,0,0.786,3.595,0,0.335,0.13,0.491,4.136
37936,2023-01-02 06:57:01,6,2,0,1,0,Z01,Clear,Medium,0,9.62,45.4,33.39,1.0,5.9,25.65,1,0.732,3.471,0,0.554,0.05,0.457,3.182
22572,2023-01-02 07:10:59,7,2,0,1,0,Z12,Clear,Low,0,8.03,27.8,34.0,1.21,5.5,25.08,0,1.119,4.234,1,0.412,0.05,0.609,5.103
38285,2023-01-02 07:16:16,7,2,0,1,0,Z01,Clear,Medium,0,8.97,42.9,35.73,1.15,10.1,28.58,0,1.332,3.983,1,0.692,0.17,0.832,3.769
25918,2023-01-02 07:21:33,7,2,0,1,0,Z03,Cloudy,Low,0,8.71,29.2,57.51,2.46,7.3,42.64,0,1.723,6.603,1,0.551,0.05,1.585,10.064
33653,2023-01-02 07:28:33,7,2,0,1,0,Z19,Fog,High,0,6.08,40.7,12.89,1.01,7.2,10.09,0,1.371,2.12,1,1.009,0.05,0.842,1.921
31331,2023-01-02 07:28:54,7,2,0,1,0,Z10,Rainy,Low,0,11.19,41.5,12.5,1.52,7.2,9.67,0,1.577,1.117,1,0.518,0.13,1.057,2.118
42600,2023-01-02 07:47:48,7,2,0,1,0,Z14,Clear,Medium,0,3.69,18.6,27.77,1.41,7.8,20.7,1,1.877,7.526,1,0.818,0.1,1.601,4.981
2337,2023-01-02 07:53:08,7,2,0,1,0,Z19,Clear,Medium,0,5.32,23.6,15.14,1.13,12.5,11.94,0,1.1,2.846,1,0.638,0.17,0.675,1.051
40444,2023-01-02 08:24:51,8,2,0,1,0,Z15,Cloudy,Low,0,7.71,26.9,27.11,1.0,5.9,19.9,0,0.716,3.516,1,0.319,0.05,0.366,2.415
17893,2023-01-02 08:35:49,8,2,0,1,0,Z08,Clear,Medium,0,9.44,42.1,44.4,1.0,7.8,32.32,0,0.891,4.703,1,0.59,0.05,0.405,3.692
29811,2023-01-02 09:04:54,9,2,0,1,0,Z09,Clear,High,0,4.6,29.1,8.24,1.13,8.0,6.33,0,1.089,1.791,1,0.944,0.05,0.823,0.862
37863,2023-01-02 09:19:15,9,2,0,1,0,Z13,Clear,Low,0,3.82,16.4,30.15,1.0,2.7,24.03,0,0.507,7.893,1,0.271,0.05,0.213,4.512
25420,2023-01-02 09:21:38,9,2,0,1,0,Z07,Clear,Medium,1,4.3,20.7,18.98,1.23,9.2,13.98,0,1.246,4.414,1,0.672,0.05,0.603,1.893
41146,2023-01-02 09:23:18,9,2,0,1,0,Z16,Rainy,High,0,9.08,57.8,61.8,1.87,10.1,47.96,0,1.538,6.806,1,1.047,0.25,0.98,7.303
43208,2023-01-02 09:23:20,9,2,0,1,0,Z04,Rainy,High,0,14.26,88.4,34.33,1.0,7.2,27.29,0,0.975,2.407,1,0.917,0.13,0.423,3.696
42673,2023-01-02 09:28:36,9,2,0,1,0,Z15,Clear,Medium,0,12.53,60.8,49.98,1.12,10.0,37.75,0,1.126,3.989,1,0.644,0.05,0.575,4.251
4709,2023-01-02 09:38:14,9,2,0,1,0,Z06,Cloudy,Low,0,8.31,29.2,9.69,1.0,7.1,7.64,0,0.905,1.166,1,0.363,0.05,0.366,0.974
31905,2023-01-02 09:57:11,9,2,0,1,0,Z05,Rainy,Low,0,2.76,10.7,11.39,1.1,9.9,9.0,0,1.305,4.127,1,0.455,0.13,0.664,1.186
26831,2023-01-02 09:58:39,9,2,0,1,0,Z20,Cloudy,Low,0,1.36,2.0,10.77,1.21,5.8,8.15,0,1.115,7.919,1,0.411,0.05,0.644,1.567
35038,2023-01-02 09:59:50,9,2,0,1,0,Z08,Cloudy,Medium,0,7.14,30.8,33.3,1.0,5.6,24.75,0,0.921,4.664,1,0.597,0.05,0.418,4.07
37118,2023-01-02 10:06:42,10,2,0,1,0,Z19,Cloudy,Low,0,4.06,15.0,9.68,1.0,4.8,7.18,0,0.473,2.384,0,0.263,0.05,0.29,0.708
40779,2023-01-02 10:13:49,10,2,0,1,0,Z18,Clear,Medium,0,8.98,39.9,35.32,1.0,7.2,26.22,0,0.91,3.933,0,0.595,0.05,0.825,3.314
16252,2023-01-02 10:53:48,10,2,0,1,0,Z16,Rainy,Medium,0,8.2,40.2,29.65,1.0,7.2,22.66,0,0.775,3.616,0,0.563,0.13,0.494,2.439
43727,2023-01-02 11:06:58,11,2,0,1,0,Z13,Cloudy,Medium,0,1.12,4.1,8.86,1.0,3.5,7.04,0,0.408,7.911,0,0.479,0.05,0.172,0.821
48171,2023-01-02 11:09:16,11,2,0,1,0,Z18,Rainy,High,0,8.34,52.1,42.79,1.26,8.1,33.91,0,1.275,5.131,0,0.987,0.13,1.156,5.338
32158,2023-01-02 11:23:46,11,2,0,1,0,Z19,Clear,Low,0,7.03,22.3,15.75,1.0,5.3,11.45,0,0.701,2.24,0,0.316,0.05,0.43,1.514
18939,2023-01-02 11:39:56,11,2,0,1,0,Z07,Clear,Low,0,6.09,22.6,15.99,1.0,3.2,12.66,0,0.432,2.626,0,0.254,0.05,0.209,1.709
45655,2023-01-02 12:19:41,12,2,0,1,0,Z12,Clear,Low,1,7.78,27.6,24.8,1.0,5.1,18.02,0,0.923,3.188,0,0.367,0.05,0.503,3.261
16281,2023-01-02 12:48:57,12,2,0,1,0,Z04,Clear,Medium,0,6.81,29.6,16.1,1.0,7.8,12.38,0,0.585,2.364,0,0.52,0.05,0.254,0.928
22728,2023-01-02 12:55:25,12,2,0,1,0,Z02,Rainy,Medium,0,2.79,15.3,27.26,1.3,9.1,21.5,0,1.283,9.771,0,0.681,0.13,0.973,3.031
6532,2023-01-02 13:04:30,13,2,0,1,0,Z03,Clear,Low,0,8.49,29.6,24.77,1.11,8.7,18.41,0,1.213,2.918,0,0.434,0.05,1.116,2.567
46749,2023-01-02 13:13:55,13,2,0,1,0,Z05,Rainy,Medium,0,6.48,32.5,20.24,1.0,8.1,15.13,0,0.735,3.123,0,0.554,0.13,0.374,1.373
21974,2023-01-02 13:47:48,13,2,0,1,0,Z15,Clear,Low,0,9.5,33.4,32.45,1.0,4.1,24.58,0,0.596,3.416,0,0.291,0.05,0.305,3.573
24506,2023-01-02 13:49:56,13,2,0,1,0,Z10,Rainy,Medium,0,13.06,61.6,11.9,1.11,7.5,9.44,0,1.096,0.911,0,0.638,0.13,0.735,1.379
30082,2023-01-02 13:57:38,13,2,0,1,0,Z20,Clear,Low,0,0.5,2.0,3.0,1.0,7.3,2.37,0,0.71,6.0,0,0.318,0.05,0.41,0.231
36580,2023-01-02 14:23:31,14,2,0,1,0,Z19,Clear,High,0,9.62,59.6,21.59,1.0,8.2,15.64,0,0.739,2.244,0,0.863,0.05,0.454,1.41
9450,2023-01-02 14:26:17,14,2,0,1,0,Z02,Cloudy,Low,0,2.05,4.9,12.44,1.0,8.9,9.02,0,0.695,6.068,0,0.314,0.05,0.527,0.704
1240,2023-01-02 14:27:16,14,2,0,1,0,Z17,Rainy,Low,0,1.33,5.1,10.47,1.0,3.3,7.59,0,0.412,7.872,0,0.249,0.13,0.187,0.948
44922,2023-01-02 14:27:55,14,2,0,1,0,Z06,Rainy,High,0,2.16,10.7,3.29,1.0,7.0,2.49,0,0.499,1.523,0,0.807,0.13,0.202,0.178
5059,2023-01-02 14:56:16,14,2,0,1,0,Z06,Clear,Low,0,4.16,12.7,4.96,1.0,3.7,3.7,0,0.46,1.192,0,0.26,0.05,0.186,0.46
44089,2023-01-02 14:57:16,14,2,0,1,0,Z06,Clear,High,0,12.56,81.0,17.29,1.0,6.3,13.82,0,0.493,1.377,0,0.806,0.05,0.199,1.081
6738,2023-01-02 15:39:21,15,2,0,1,0,Z11,Clear,Medium,0,1.46,8.8,11.14,1.0,6.2,8.63,0,0.992,7.63,0,0.614,0.05,0.878,1.381
8047,2023-01-02 15:46:47,15,2,0,1,0,Z09,Clear,Medium,0,10.4,46.8,10.14,1.0,2.8,7.71,0,0.557,0.975,0,0.513,0.05,0.421,1.534
32282,2023-01-02 15:52:56,15,2,0,1,0,Z05,Cloudy,Medium,0,2.25,10.8,3.29,1.0,8.9,2.54,0,0.58,1.462,0,0.518,0.05,0.295,0.166
14568,2023-01-02 15:53:41,15,2,0,1,0,Z16,Clear,High,0,11.46,72.6,39.23,1.0,7.3,29.11,0,0.548,3.423,0,0.819,0.05,0.349,2.185
36865,2023-01-02 16:00:34,16,2,0,1,0,Z10,Rainy,High,0,11.36,71.0,10.3,1.0,5.6,7.54,0,0.756,0.907,0,0.867,0.13,0.507,1.018
3942,2023-01-02 16:12:28,16,2,0,1,0,Z03,Clear,Medium,0,10.41,44.5,26.97,1.0,6.3,19.46,1,0.933,2.591,0,0.6,0.05,0.858,2.882
22794,2023-01-02 16:20:12,16,2,0,1,0,Z16,Clear,Medium,0,7.85,34.8,29.77,1.0,9.1,22.88,0,0.499,3.792,0,0.5,0.05,0.318,1.255
44954,2023-01-02 16:27:29,16,2,0,1,0,Z01,Cloudy,Low,0,12.54,43.0,45.97,1.0,3.2,34.42,0,0.349,3.666,0,0.234,0.05,0.218,3.754
13652,2023-01-02 16:28:55,16,2,0,1,0,Z12,Clear,Medium,0,7.85,36.6,29.39,1.0,3.1,22.72,0,0.263,3.744,0,0.445,0.05,0.143,1.928
42524,2023-01-02 16:29:57,16,2,0,1,0,Z12,Cloudy,High,0,7.83,51.1,26.5,1.0,6.6,20.48,0,0.61,3.384,0,0.833,0.05,0.332,1.893
19125,2023-01-02 16:33:21,16,2,0,1,0,Z11,Clear,Medium,0,3.79,18.6,25.69,1.0,7.4,20.3,0,0.687,6.778,0,0.543,0.05,0.608,1.885
23646,2023-01-02 16:34:58,16,2,0,1,0,Z19,Rainy,Medium,0,6.64,28.9,14.66,1.0,9.9,11.35,1,0.608,2.208,0,0.525,0.13,0.373,0.697
24243,2023-01-02 17:07:02,17,2,0,1,0,Z02,Clear,Low,0,4.7,15.0,70.6,1.96,7.5,54.06,0,1.553,15.021,1,0.512,0.05,1.177,11.194
3717,2023-01-02 17:07:16,17,2,0,1,0,Z16,Fog,Low,0,11.73,40.0,68.34,1.64,9.2,54.42,0,1.821,5.826,1,0.574,0.1,1.16,10.772
39653,2023-01-02 17:08:32,17,2,0,1,0,Z20,Cloudy,Low,0,0.5,2.0,7.73,1.19,8.0,5.59,0,1.498,15.46,1,0.5,0.05,0.865,1.047
42089,2023-01-02 17:09:26,17,2,0,1,0,Z09,Cloudy,Medium,0,7.72,34.0,14.49,1.44,11.6,11.0,0,1.954,1.877,1,0.836,0.22,1.476,1.853
6508,2023-01-02 17:17:59,17,2,0,1,0,Z14,Rainy,Low,1,3.28,12.4,44.85,2.5,13.7,33.81,1,3.0,13.674,1,0.846,0.3,2.56,7.404
15093,2023-01-02 17:28:19,17,2,0,1,0,Z07,Clear,Low,0,5.71,19.0,23.45,1.3,7.9,17.61,0,1.309,4.107,1,0.456,0.05,0.633,2.918
12315,2023-01-02 17:31:54,17,2,0,1,0,Z20,Clear,Medium,0,4.03,18.5,28.88,1.02,9.5,22.35,0,1.294,7.166,1,0.683,0.05,0.748,3.044
44801,2023-01-02 17:32:45,17,2,0,1,0,Z06,Rainy,Medium,0,6.29,27.6,10.44,1.28,4.6,7.94,0,1.054,1.66,1,0.628,0.13,0.426,1.819
45452,2023-01-02 17:39:11,17,2,0,1,0,Z18,Clear,High,0,7.6,45.2,62.74,2.22,11.2,50.13,0,1.77,8.255,1,1.101,0.17,1.605,7.922
42819,2023-01-02 18:12:42,18,2,0,1,0,Z02,Snow,Low,0,0.5,4.1,5.85,1.41,8.6,4.29,0,1.956,11.7,1,0.605,0.18,1.483,0.976
15227,2023-01-02 18:23:21,18,2,0,1,0,Z18,Rainy,Medium,0,8.49,40.6,50.44,1.44,14.2,37.01,1,2.534,5.941,1,0.969,0.3,2.298,6.604
35341,2023-01-02 18:25:49,18,2,0,1,0,Z10,Cloudy,Medium,0,10.17,45.5,14.0,1.72,10.1,10.33,0,1.782,1.377,1,0.796,0.17,1.194,1.823
1055,2023-01-02 18:35:45,18,2,0,1,0,Z18,Clear,Low,0,7.01,22.7,57.82,2.11,11.1,45.0,1,1.988,8.248,1,0.613,0.22,1.803,8.059
28466,2023-01-02 19:55:27,19,2,0,1,0,Z04,Cloudy,Medium,0,12.0,56.0,30.42,1.03,4.8,24.2,0,1.012,2.535,1,0.618,0.05,0.439,5.102
2316,2023-01-02 20:10:07,20,2,0,1,0,Z08,Cloudy,High,0,6.77,42.0,36.72,1.29,8.1,27.01,0,1.045,5.424,1,0.933,0.05,0.475,3.485
32488,2023-01-02 20:19:28,20,2,0,1,0,Z01,Clear,Low,0,9.72,32.8,63.19,1.76,12.3,46.71,0,1.569,6.501,1,0.516,0.17,0.98,5.958
4312,2023-01-02 20:26:08,20,2,0,1,0,Z02,Clear,Medium,0,3.77,16.4,65.81,2.23,10.3,49.04,1,1.644,17.456,1,0.764,0.17,1.246,7.827
14190,2023-01-02 20:39:50,20,2,0,1,0,Z20,Clear,Medium,0,5.58,25.4,47.47,1.19,13.6,37.94,0,1.292,8.507,1,0.683,0.17,0.746,3.604
26939,2023-01-02 20:43:36,20,2,0,1,0,Z17,Clear,Low,0,5.64,18.5,36.17,1.0,8.1,26.11,0,0.856,6.413,1,0.351,0.05,0.388,2.759
9368,2023-01-02 20:49:42,20,2,0,1,0,Z07,Clear,Medium,0,10.41,50.0,31.23,1.0,8.8,24.55,0,0.972,3.0,1,0.609,0.05,0.47,2.712
721,2023-01-02 21:02:11,21,2,0,1,0,Z11,Clear,Low,0,4.65,16.2,30.63,1.0,4.8,24.39,0,0.801,6.587,0,0.339,0.05,0.709,4.07
32151,2023-01-02 21:05:23,21,2,0,1,0,Z16,Rainy,Medium,0,9.96,48.7,33.72,1.0,8.3,24.84,0,0.95,3.386,0,0.604,0.13,0.605,2.843
4507,2023-01-02 21:21:01,21,2,0,1,0,Z10,Snow,Low,0,12.34,42.6,11.64,1.0,5.4,8.68,0,0.822,0.943,0,0.344,0.13,0.551,1.321
30637,2023-01-02 21:25:35,21,2,0,1,0,Z20,Clear,High,0,0.5,4.8,4.35,1.0,6.6,3.41,0,0.515,8.7,0,0.811,0.05,0.298,0.266
39060,2023-01-02 21:33:54,21,2,0,1,0,Z14,Clear,Medium,0,1.69,8.1,9.22,1.0,8.9,6.73,0,0.683,5.456,0,0.542,0.05,0.583,0.516
35471,2023-01-02 21:46:42,21,2,0,1,0,Z11,Clear,Medium,0,0.5,4.6,4.46,1.0,7.4,3.39,0,0.763,8.92,0,0.561,0.05,0.675,0.35
22613,2023-01-02 22:03:27,22,2,0,1,0,Z03,Clear,Medium,0,8.5,37.6,27.95,1.23,11.2,20.47,0,1.294,3.288,0,0.683,0.17,1.19,2.365
19981,2023-01-02 22:11:54,22,2,0,1,0,Z02,Snow,High,0,2.93,21.7,34.77,1.55,10.2,25.23,1,1.609,11.867,0,1.064,0.25,1.22,3.98
20608,2023-01-02 22:32:10,22,2,0,1,0,Z06,Clear,Low,0,9.76,32.4,13.7,1.0,3.6,10.75,0,0.563,1.404,0,0.284,0.05,0.228,1.681
7475,2023-01-02 22:35:26,22,2,0,1,0,Z12,Clear,Low,0,8.71,29.2,30.61,1.0,5.7,22.83,0,0.883,3.514,0,0.358,0.05,0.481,3.537
23577,2023-01-02 22:48:33,22,2,0,1,0,Z17,Cloudy,Low,0,0.5,3.1,3.0,1.0,6.1,2.22,0,0.569,6.0,0,0.285,0.05,0.258,0.207
44082,2023-01-02 22:58:12,22,2,0,1,0,Z17,Rainy,High,0,0.83,8.1,9.91,1.0,7.6,7.68,0,0.981,11.94,0,0.919,0.13,0.444,0.991
38700,2023-01-02 23:09:01,23,2,0,1,0,Z09,Clear,High,0,9.06,54.9,13.01,1.19,6.5,9.51,1,1.257,1.436,0,0.982,0.05,0.95,1.839
37420,2023-01-02 23:09:48,23,2,0,1,0,Z14,Rainy,Low,0,2.22,9.5,26.49,2.16,9.9,19.23,1,1.541,11.932,0,0.509,0.13,1.315,2.993
18530,2023-01-02 23:16:10,23,2,0,1,0,Z19,Snow,Low,0,6.33,25.4,15.32,1.23,7.2,11.93,0,1.398,2.42,0,0.476,0.13,0.858,2.316
1072,2023-01-02 23:19:35,23,2,0,1,0,Z14,Snow,Low,0,1.13,3.4,13.38,2.43,10.3,10.0,0,1.981,11.841,0,0.611,0.3,1.69,1.923
22773,2023-01-02 23:35:34,23,2,0,1,0,Z10,Clear,Medium,0,14.02,64.3,10.97,1.07,3.5,8.14,0,1.039,0.782,0,0.624,0.05,0.696,2.416
33856,2023-01-02 23:35:47,23,2,0,1,0,Z09,Snow,High,0,9.56,59.0,14.5,1.2,7.1,11.53,0,1.44,1.517,0,1.025,0.13,1.088,2.338
30724,2023-01-02 23:37:52,23,2,0,1,0,Z01,Rainy,High,0,7.8,51.9,30.28,1.12,7.5,22.0,1,1.052,3.882,0,0.935,0.13,0.657,3.086
16455,2023-01-02 23:55:56,23,2,0,1,0,Z13,Clear,Medium,0,0.5,3.1,3.78,1.0,7.8,2.95,0,0.917,7.56,0,0.596,0.05,0.386,0.347
42709,2023-01-03 00:25:36,0,3,1,1,0,Z05,Clear,Medium,0,4.17,13.3,11.0,1.0,6.8,8.77,0,0.1,2.638,0,0.408,0.05,0.051,0.129
21766,2023-01-03 00:30:42,0,3,1,1,0,Z19,Fog,Medium,0,9.89,42.9,21.64,1.0,7.4,16.08,1,0.102,2.188,0,0.408,0.05,0.063,0.222
41047,2023-01-03 00:35:23,0,3,1,1,0,Z17,Fog,Low,1,7.12,22.6,48.26,1.0,1.2,37.59,0,0.101,6.778,0,0.177,0.05,0.046,3.164
1309,2023-01-03 00:35:32,0,3,1,1,0,Z15,Clear,Low,0,11.94,42.5,40.39,1.0,1.0,29.47,0,0.197,3.383,0,0.199,0.05,0.101,5.806
12262,2023-01-03 00:43:31,0,3,1,1,0,Z09,Snow,High,0,9.02,53.8,8.95,1.0,6.3,6.85,0,0.443,0.992,0,0.795,0.13,0.335,0.482
32986,2023-01-03 01:26:46,1,3,1,1,0,Z10,Cloudy,Medium,0,15.94,73.7,10.91,1.0,4.4,8.58,1,0.527,0.684,0,0.506,0.05,0.353,1.028
28530,2023-01-03 01:29:44,1,3,1,1,0,Z07,Clear,Medium,0,5.74,23.5,17.39,1.0,5.6,13.12,0,0.234,3.03,0,0.439,0.05,0.113,0.548
17326,2023-01-03 01:47:25,1,3,1,1,0,Z05,Rainy,Medium,0,6.77,30.1,17.31,1.0,8.4,13.25,0,0.266,2.557,0,0.446,0.13,0.135,0.42
11509,2023-01-03 01:49:38,1,3,1,1,0,Z14,Fog,Medium,1,6.37,26.7,36.29,1.0,6.2,28.16,0,0.45,5.697,0,0.488,0.05,0.384,2.044
37999,2023-01-03 02:30:54,2,3,1,1,0,Z03,Clear,High,0,5.95,39.0,16.97,1.0,6.5,12.37,0,0.222,2.852,0,0.744,0.05,0.204,0.422
28058,2023-01-03 02:35:58,2,3,1,1,0,Z14,Clear,Low,0,3.08,10.3,15.93,1.0,4.7,12.46,0,0.319,5.172,0,0.227,0.05,0.272,0.846
10634,2023-01-03 02:44:54,2,3,1,1,0,Z18,Clear,Low,0,10.09,34.6,40.3,1.0,3.7,31.6,0,0.239,3.994,0,0.209,0.05,0.217,2.041
34906,2023-01-03 02:49:32,2,3,1,1,0,Z18,Clear,Low,0,10.53,36.6,40.78,1.0,4.2,31.01,0,0.134,3.873,0,0.185,0.05,0.122,0.989
11155,2023-01-03 02:54:13,2,3,1,1,0,Z17,Rainy,Low,0,3.43,12.3,22.51,1.0,4.7,16.84,0,0.1,6.563,0,0.177,0.13,0.045,0.358
48178,2023-01-03 02:58:44,2,3,1,1,0,Z06,Cloudy,Medium,1,9.25,42.1,10.05,1.0,7.8,7.55,0,0.1,1.086,0,0.408,0.05,0.04,0.097
38054,2023-01-03 03:15:20,3,3,1,1,0,Z05,Rainy,High,1,6.28,36.6,15.5,1.0,4.0,11.34,0,0.301,2.468,0,0.762,0.13,0.153,0.853
20327,2023-01-03 03:25:55,3,3,1,1,0,Z15,Clear,Low,0,11.2,38.5,39.22,1.0,4.0,29.23,0,0.1,3.502,0,0.177,0.05,0.051,0.731
44397,2023-01-03 03:49:26,3,3,1,1,0,Z03,Rainy,Low,0,6.82,23.9,17.51,1.0,7.5,12.89,0,0.517,2.567,0,0.273,0.13,0.475,0.889
43153,2023-01-03 03:50:01,3,3,1,1,0,Z13,Rainy,Low,0,4.84,16.2,35.26,1.0,5.8,26.23,0,0.116,7.285,0,0.181,0.13,0.049,0.525
3889,2023-01-03 04:00:46,4,3,1,1,0,Z13,Cloudy,High,0,0.5,2.7,3.11,1.0,4.3,2.47,0,0.352,6.22,0,0.774,0.05,0.148,0.202
29985,2023-01-03 04:02:58,4,3,1,1,0,Z05,Clear,Medium,1,4.99,21.4,15.67,1.0,4.4,11.78,0,0.228,3.14,0,0.437,0.05,0.116,0.61
30907,2023-01-03 04:07:49,4,3,1,1,0,Z09,Cloudy,High,1,10.71,68.4,10.14,1.0,7.3,7.49,0,0.446,0.947,0,0.795,0.05,0.337,0.458
42852,2023-01-03 04:25:20,4,3,1,1,0,Z17,Cloudy,High,0,0.5,3.3,3.0,1.0,7.3,2.32,0,0.237,6.0,0,0.747,0.05,0.107,0.075
24568,2023-01-03 04:28:50,4,3,1,1,0,Z05,Rainy,Low,1,4.01,17.0,11.21,1.0,6.2,8.5,0,0.332,2.796,0,0.23,0.13,0.169,0.455
48337,2023-01-03 04:31:32,4,3,1,1,0,Z10,Clear,Medium,0,9.6,41.0,8.69,1.0,6.4,6.39,0,0.1,0.905,0,0.408,0.05,0.067,0.1
